scientist_id,name
A5004952410,Kelsey Lucas
A5005594888,R. Klanner
A5036508375,M. Lokajı́ček
A5107205581,M. Shimojima
A5100395286,I. Redondo
A5107498166,C. Leroy
A5045838478,Viqar Uddin Ahmad
A5090672942,Andrei Sourakov
A5100429324,Sung‐Hoon Kim
A5100674196,D. d’Enterria
A5068744113,C. Guedes Soares
A5087003938,D. Gareth Evans
A5072378199,Johann S. de Bono
A5106482967,L. Sawyer
A5017808266,Jinde Cao
A5108134968,Not Available Not Available
A5044371704,K. Hatakeyama
A5111383948,Hồng
A5108132353,Satz Mengensatzproduktion
A5112403934,Franz Schubert
A5012781323,K. M. Ecklund
A5069151214,Peter R. Galle
A5091351718,S. Snyder
A5061485530,Daqi Wang
A5025870220,Philip Scheltens
A5100378447,Jing Wang
A5104993412,Holger Eickhoff
A5067609595,R. Covarelli
A5106316153,C. Bozzi
A5106923474,Larry Kidder
A5088679899,Tony Chiang
A5061664830,K. De
A5087967838,Ülrich Flörke
A5008936786,Johannes Bagnoli
A5017584392,Li Zhi ming
A5098794232,Kibale Chimpanzee Project
A5001250146,P. Azzurri
A5043639644,V. Tisserand
A5034644142,Wernér E.G. Müller
A5059888623,Max Herz
A5106762330,W. Taylor
A5062459935,K. F. Chen
A5065740990,F. Salvatore
A5101987748,J. M. Butterworth
A5108537547,Scott Baker
A5072603502,M. Iwasaki
A5037101295,H. Duddeck
A5100738441,H. Prosper
A5005099850,Clifford R. Jack
A5035306881,Anjali Seth
A5020737288,L. Roos
A5100447410,Soo‐Jin Park
A5102849626,S. M. Farrington
A5030756029,Dumitru Băleanu
A5071143789,J. Qian
A5080365085,J. A. Kennea
A5029302342,MITCHEL L. ZOLER
A5076304854,P. Krokovny
A5081312498,Young Song
A5100671711,M. Casarsa
A5032900701,Masatoshi Kudo
A5038487413,P. P. Allport
A5114376641,G. Martı́nez
A5013003026,Frank Lammert
A5070836198,William Nelson
A5106316069,F. F. Wilson
A5005018874,Minas Gerais. Tribunal de Justiça. a Câmara Cível
A5013491544,David J. Smith
A5015501263,Stephen M. Stahl
A5029263569,Peter F. D. Boesman
A5087421071,Gary King
A5101412365,Z. Wu
A5048399081,W. H. Smith
A5057871048,David L. Kaplan
A5067511554,Roberto Romero
A5072643268,Lawrence David Scahill
A5078341568,A. Bondar
A5086524838,K. Yorita
A5087831201,J. Schieck
A5011264157,Christos Pantelis
A5018751920,A. Robson
A5100414285,Ying Liu
A5100430015,Q. Li
A5106324501,J. Królikowski
A5088765788,H. Fox
A5034597750,Ricardo Amils
A5085382896,S. Burdin
A5100774114,A. Tricomi
A5037658956,L. Fabbri
A5051538410,Gunnar Alexander Schmitz
A5100638431,M. Schröder
A5101803715,C. Garćıa
A5041020801,Dierk Raabe
A5081499203,Rui L. Reis
A5079752137,Dorret I. Boomsma
A5041945807,Harriet de Wit
A5056177451,Yang Liu
A5091266202,Dusit Niyato
A5100690297,M. Pelliccioni
A5109467445,Yan
A5000721235,S. Bansal
A5088119036,Joshua Cantlon-Bruce
A5107143223,A. Lister
A5080500381,Fereidoun Azizi
A5107027924,M. Tytgat
A5011064472,D. Creanza
A5018210688,Patrick De Clercq
A5050428259,N. Godinović
A5081571915,Armando J. L. Pombeiro
A5019474609,Séverine Vermeire
A5100765571,Arun Kumar
A5101862104,Hui Xiong
A5016511599,Werner Seeger
A5100689886,S. Bianco
A5114023819,Francisco Javier
A5001960157,T. Vazquez Schroeder
A5112758835,American Library Association
A5002275174,Jaakko Kaprio
A5002279235,Ron Waksman
A5109829072,Marí­a Teresa
A5016869041,Jennifer Hurley
A5032850756,Vince D. Calhoun
A5035627473,William A. Goddard
A5085142791,A. Boveia
A5034165453,Seeram Ramakrishna
A5106313493,M. Pieri
A5004420462,Yoshihiko Maehara
A5073761054,Giovanni Martinelli
A5100460917,Hui Wang
A5109041994,Thomas M. Klapötke
A5000750846,Farhad Ravandi
A5046499858,S. Cabrera Urbán
A5050180067,C. Patrignani
A5053268586,A. Juste Rozas
A5081477856,G. Rolandi
A5114257345,Jiang
A5049280686,M. Cuffiani
A5112631919,Benjamin Castleman
A5021090793,Lars Arendt‐Nielsen
A5081664870,Mark Rockhold
A5090578339,Hiroshi Nakamura
A5094303368,SciExpeM
A5111401712,Yuan
A5052504518,Toni K. Choueiri
A5041573362,Manfred Scheer
A5050467379,김수현
A5003337365,Scott Kronewitter
A5100635980,F. L. Navarria
A5108590320,Min Shi
A5027781657,Shigeyuki Yokoyama
A5072068792,Kyung‐Ho Kim
A5101993859,A. J. Bevan
A5108167254,J. Alcaraz Maestre
A5075012306,Ulrich S. Schubert
A5100656992,M. Paganoni
A5108022294,M. Besançon
A5060005501,TH Lam
A5060617034,Jian Wang
A5060927698,L. Taylor
A5042979418,Gäng
A5080162226,Hua Zhang
A5100401143,Wei Zheng
A5010423610,이은주
A5036163332,Amirhossein Sahebkar
A5028423399,S. F. Novaes
A5050296510,S. M. Gibson
A5114252135,Hu
A5014413794,C. P. Hays
A5053338624,John Cliff
A5068632927,T. J. Kim
A5106524362,C. Grab
A5057285218,Robert H. Anderson
A5019133187,Graham G. Giles
A5100419770,Yong Zhang
A5100601289,E. Gallo
A5101977776,H. Li
A5030335492,Yan Zhang
A5065956119,L. Litov
A5034713503,Bartek Rajwa
A5091360268,G. Azuelos
A5031201037,Graham A. Colditz
A5034365278,Dirk Schadendorf
A5014873928,Victor N. Khrustalev
A5085714240,G. M. Dallavalle
A5015200251,Andrew L. Wong
A5049585448,Arndt Hartmann
A5063630764,John C. Morris
A5091093994,V. Cindro
A5042202815,Jean‐Yves Blay
A5057154281,F. von Delft
A5106324832,G. Tonelli
A5073780128,G. Brooijmans
A5100415738,Jae Wook Lee
A5107173477,S. W. Lee
A5107658271,H. F. Heath
A5060897635,G. Borissov
A5048380048,John V. Heymach
A5007684595,Crysten Blaby
A5005182277,Matthias Beller
A5076330040,G. Watts
A5035292632,E. Graugés
A5063056353,S. Willocq
A5084197662,Michael Trauner
A5100346092,Huijun Li
A5109011720,Yi ̆
A5106332706,L. Silvestris
A5108167684,S. Buontempo
A5004578215,A. Rosowsky
A5027018265,NMNH Division of Mammals
A5070743713,И.Л. Еременко
A5107446159,D. Hutchcroft
A5005891839,김은영
A5088727034,Annette Peters
A5046725106,C. Padilla Aranda
A5059923886,M. Negrini
A5102770958,John E. Bowers
A5105570407,Marc D. Binder
A5016604085,Martial Marcus Valerius Martialis
A5025382100,김영석
A5045504446,Stefan Zeuzem
A5061160274,L. Mundim
A5000686743,V. Brigljević
A5100368058,Na Li
A5047124260,Sujin Kim
A5100454174,Jie Liu
A5031440355,M. Przybycień
A5108054183,M. I. Josa
A5042792908,John Gould
A5066990003,William C. Roberts
A5104592726,Nicholas Sconzo
A5108056969,A. Yagil
A5021903447,G. Abbiendi
A5043408422,Luca Benini
A5070860159,김광수
A5007230772,Michael Currie
A5052631324,Jean‐Christophe Rochet
A5107464338,N. Zhou
A5070205467,K. Śliwa
A5086429118,S. L. Lloyd
A5000311800,Kirsten Hofmockel
A5100434028,Lei Zhang
A5106315436,S. Ragazzi
A5107276416,W. Wiedenmann
A5072693225,L. N. Pfeiffer
A5100394554,Zhihong Liu
A5106322700,G. Dissertori
A5100318325,Wěi Li
A5100750246,J. Chudoba
A5101833024,Hui Wang
A5114376840,E. Migliore
A5107062689,F. Palla
A5005410349,M.R.J. Elsegood
A5050356892,Charles B. Nemeroff
A5075296559,Guido Kroemer
A5100606084,G. Bella
A5011359523,Evamarie Hey‐Hawkins
A5094342383,S Pirro
A5107444903,C. Schmitt
A5027097734,S. Jabeen
A5102006992,A. Colaleo
A5043652685,Y. Tokura
A5081429017,P. Giannetti
A5100615635,I. Heredia-De La Cruz
A5057781163,Issei Komuro
A5108166741,A. Sznajder
A5106324824,F. Cavallari
A5053481267,Razelle Kurzrock
A5028284770,Yuichiro� Doki
A5064280165,Geoffrey Lovelace
A5080220991,K. H. Nicolaides
A5090341915,J.L. Wardell
A5005269304,이상민
A5012728777,L. Feld
A5109010126,Qing Qing
A5028893913,Rey Huachambé
A5100460802,Hui Wang
A5031484004,V. Sharma
A5066927852,Bruno Di Muzio
A5071446330,George A. Olah
A5087378707,A. M. Cooper-Sarkar
A5033040903,Henrik Toft Sørensen
A5085963370,F. Ligabue
A5100355964,Yang Liu
A5007568357,Georgy K. Fukin
A5033633287,Henry F. Schaefer
A5044522566,M. Bruze
A5047575173,M. D’Onofrio
A5111462964,Yue Yue
A5024996384,A. G. Goussiou
A5032186284,M. Cristinziani
A5106331960,T. Rovelli
A5106855356,F. Matorras
A5044907842,Pierre Jolivet
A5053079398,Sabu Thomas
A5080060848,K. Long
A5022262922,Hai Jin
A5058447217,이경희
A5053563726,Ursula Schmidt‐Erfurth
A5012273061,T. Ferbel
A5024633466,Guanrong Chen
A5056675059,K. Terashi
A5100747851,J. Piedra Gomez
A5106921926,S. Leone
A5040201243,Samuel Payne
A5079658717,promoteur
A5106324841,M. S. Soares
A5110502749,Wang
A5041867492,G. Herten
A5052547910,佚名
A5067964738,Jeong Hee Kim
A5111389443,Feng
A5009391886,Michael Boyle
A5010322871,M. J. Oreglia
A5049385583,Elias Jabbour
A5105830229,B. De La Cruz
A5020989412,Jesús F. San Miguel
A5045508416,M.-A. Pleier
A5114374593,L. Benussi
A5114377818,M. Garcia-Sciveres
A5100386630,Shuo Li
A5047563454,Silvio Danese
A5108100491,김경수
A5100689385,M. Arneodo
A5048654077,Béla Szilágyi
A5100627924,N. Pastrone
A5100665512,Jianmin Chen
A5108043832,P. G. Mercadante
A5100415388,L. Romero
A5100639878,C. Riccardi
A5109007785,‡ Li
A5008936757,G. Mancinelli
A5015893701,A. Joachimiak
A5043936068,R. Keeler
A5107251647,C. Grandi
A5025384198,F. Blekman
A5102947963,C. Kourkoumelis
A5006851261,William J. McKenna
A5017160240,John G.F. Cleland
A5048532698,F. Martínez-Vidal
A5055785355,Ara Darzi
A5048865240,John D. Minna
A5100769897,G. Aad
A5020866795,Darryl C. Zeldin
A5090795384,Ben W. Mol
A5072937674,J. Beringer
A5031717153,Gordon Guyatt
A5053074659,Loı̈c Le Marchand
A5021778616,C. Bountra
A5051078160,David R. Jacobs
A5070059636,R. Arcidiacono
A5075881249,Yong Liu
A5087959120,Andrew J. P. White
A5113459979,Jin
A5011544267,Cameron Casey
A5018916829,C. Lacasta
A5078660301,M. Stamatikos
A5106332208,P. Zalewski
A5114378064,K. Doroba
A5014075642,David A. Bennett
A5100717719,Nicholas J. Wareham
A5059778310,Ian P. Stolerman
A5068905119,Ö. Çakιr
A5023778219,Tao Liu
A5017985924,G. Pásżtor
A5021022035,John A. Kellum
A5048675362,Pasi A. Jänne
A5073232836,Young Tae Kim
A5100781196,P. Spagnolo
A5000731301,Tobin J. Marks
A5052038948,P. Urquijo
A5066631592,M. Kuze
A5078882374,Michael Berk
A5021104349,M. Raidal
A5090569245,R. Calabrese
A5098799606,Digital Archive Of Massachusetts Anti-Slavery
A5100699271,L. Malgeri
A5012173547,Ning Li
A5034179596,Toyoaki Murohara
A5009533777,Dennis W. Dickson
A5027214941,N. Konstantinidis
A5057257626,Seung Hwan Lee
A5066374036,Walter Leal Filho
A5089322550,이종호
A5012785903,Zachary Lewis
A5074334444,R. Leitner
A5100661571,M. Voutilainen
A5074727212,Valentı́n Fuster
A5033083880,Lan‐Sun Zheng
A5061964782,A. Kupčo
A5027189046,Владимир И. Минкин
A5052215173,J. Ferrando
A5063517883,ALICIA AULT
A5048654641,Alberto Mantovani
A5114377488,E. Meschi
A5114377958,E. Palencia Cortezón
A5052414821,L. Nuo Nuo
A5103143602,Philippe Moreau
A5106331956,S. Costa
A5040893925,F. Bedeschi
A5053596323,L. Uvarov
A5079278711,Hyun‐Seob Song
A5073140876,A. Giammanco
A5011316965,Tzu-Wen Cross
A5023574266,Yuri S. Kivshar
A5082468565,J. Derek Woollins
A5106314426,M. Górski
A5086627291,E. ̃Tassi
A5060158454,S. D. Worm
A5061297345,Walter Greiner
A5115587783,Бо Лю
A5082059107,Marc Humbert
A5087325828,F. Barreiro
A5061926369,Eduard Vieta
A5074276926,L. Adamczyk
A5001188770,Hiroshi Okamoto
A5018419311,Salim Yusuf
A5019781845,C. Luci
A5015691695,H. K. Hadavand
A5107027293,D. Britton
A5000345058,K. Rabbertz
A5002280928,Maggie Bowman
A5101829772,G. Iacobucci
A5035919267,Victor C. M. Leung
A5091653870,Stephen J. Chanock
A5100442199,Jianzhong Zhang
A5044651814,A. Nisati
A5100638415,P. Vitulo
A5114376511,D. Bourilkov
A5031299889,Leena Bruckner‐Tuderman
A5063065495,王丽
A5067499997,Marc N. Potenza
A5067647817,Masaki Mori
A5109954882,T. D. A. Cockerell
A5000935836,김미경
A5083386713,A. Pfeiffer
A5011925943,M. Begel
A5042698248,Hui Wang
A5062435541,A. T. Doyle
A5098799549,Netta Gurari
A5100670875,A. Belyaev
A5108167049,A. Haas
A5056830679,H. Jung
A5041298200,R. Ulrich
A5081446249,Brian O. Patrick
A5088952131,Joseph Symson
A5109090523,Yu. T. Struchkov
A5066778729,Cheng Shi
A5070708090,N. Leonardo
A5074447259,J. F. Benitez
A5075693643,H.-C. Schultz-Coulon
A5100642140,V. Ciulli
A5004613584,W. J. Murray
A5026574827,Shaji Kumar
A5064345784,A. Tapper
A5080715770,김정현
A5106315570,A. Venturi
A5049262839,Hugo A. Katus
A5049274840,Joseph J.�Y. Sung
A5114378060,A. Staiano
A5002183557,Michael P. Manns
A5017365333,S. De Cecco
A5023180939,A. Di Mattia
A5074375882,John M. Opitz
A5109829227,Liu .
A5002996692,A. Roy
A5030442551,C. Ávila
A5035594164,Jonathan Swift
A5055429882,P. D. Thompson
A5088249841,E. Yazgan
A5110461738,М. Г. Воронков
A5085489146,C. N. R. Rao
A5108103235,Russian Federation
A5050343074,X. Janssen
A5086178494,Z. Hubáček
A5114378152,M. Diemoz
A5075387555,Jean Bousquet
A5088719697,O. Evdokimov
A5110499381,Zhang
A5015289305,Kevin Dukes
A5109011207,Zhang
A5114334441,T. Bergauer
A5002743749,Jamie Ellis
A5032150391,William J. Sandborn
A5056176389,Erica Bakker
A5100639277,C. Tuvè
A5006314010,Orhan Büyükgüngör
A5067074085,C. Collard
A5087136224,Alexis Heath
A5108065580,M. Williams
A5019779057,İbrahim Dinçer
A5112434001,Dieter Metze
A5078660500,J. Adelman
A5108336942,M. Dam
A5075622331,Eunju Kim
A5100320398,Bo Zhang
A5006394959,Y. Rozen
A5075146689,Kevin M. Smith
A5024983697,A. C. Fabian
A5052018390,Jared Shaw
A5057785739,James R. Manhart
A5108167136,M. Bosman
A5063394028,Jacob Neusner
A5014369273,J. R. Pater
A5071296637,Pavlo Bohutskyi
A5009066622,F. Blanc
A5032588554,Philippe Claeys
A5052263288,O. Brandt
A5108167709,S. Paramesvaran
A5074481660,J. D’Hondt
A5083845259,Douglas K. Rex
A5100650613,L. Dudko
A5106322884,T. Latham
A5109298981,Wang
A5110842298,Hans‐Peter Zenner
A5033732585,A. Onofre
A5100632072,Yi‐Long Wu
A5114375150,Z. Zhang
A5035988449,D. Belsito
A5062470739,Robin D. Rogers
A5100598901,Xuefei Sun
A5001254143,Luc Van Gool
A5077798142,G. Duckeck
A5100329996,Xi Chen
A5100705900,N. Cartiglia
A5035254469,김영민
A5084756058,Giuseppe Mancia
A5100685870,Д. Педрини
A5114377262,S. Mrenna
A5100608249,M. Zanetti
A5000028915,A. Santoro
A5004036161,G. Punzi
A5100382667,Xiaodong Wang
A5107485649,Peter G. Jones
A5021714633,M. Donegà
A5070486020,Pere Ginès
A5100388089,Yi Zhang
A5106550529,T. Shears
A5020215901,Ole A. Andreassen
A5056871754,MICHELE G. SULLIVAN
A5107483581,M. Villa
A5031830492,W. Walkowiak
A5039078841,Stuart Hamilton
A5074267679,Thomas H. Marwick
A5112712680,Franz Liszt
A5063102349,Q. Xu
A5100732844,Tao Tao
A5020738548,José Elguero
A5045877490,Siegfried Kasper
A5100630341,M. Khakzad
A5100421454,Yi Li
A5070188966,Michelle Davison
A5100398741,K. Liu
A5006381126,W. Dąbrowski
A5013225612,Glenn P. A. Yap
A5014457455,F. Ragusa
A5050239855,Benedetto Croce
A5056468812,R. J. Wilson
A5112719053,Roland Hetzer
A5038585908,Minesh P. Mehta
A5042564856,Bertrand Russell
A5045135784,Timothy M. Swager
A5106442212,A. Sfyrla
A5106580383,J. Haller
A5108817209,article Editorial
A5114377319,H. Vogel
A5074704924,김동수
A5093581697,Steve Lindemann
A5047763659,D. Acosta
A5106316267,I. Papadopoulos
A5070440362,F. Pastore
A5014479887,A. E. Housman
A5030360104,P. Morettini
A5043394711,David W. Johnson
A5071145573,I. Fleck
A5100447536,Long Wang
A5108065499,K. Lassila-Perini
A5007042386,Christos C. Zouboulis
A5107407892,A. Belloni
A5013781320,이재호
A5021387749,Seiya Miyamoto
A5058925624,Arnon Nagler
A5012411085,김정환
A5040645120,E. Gorini
A5045346726,Simon J. Teat
A5087412593,S. J. Hillier
A5106315541,N. Amapane
A5106324633,G. Pugliese
A5000937401,Dinggang Shen
A5022564127,O. Smirnova
A5066300938,S. D’Auria
A5055379160,M. Kasemann
A5100747243,J. Duarte
A5108167175,K. Cranmer
A5054791973,Debbie A. Lawlor
A5078498803,Naveed Sattar
A5111384296,Linda Scott Cummings
A5013690309,A. P. Beardmore
A5089138062,Berthold Seitz
A5000168797,M. A. Ciocci
A5100727282,Daniel S. Berman
A5109812465,Jun
A5066984651,A. Sopczak
A5071532577,V. Canale
A5055982048,R. D. Lorenz
A5016699809,Raphael Susewind
A5063321533,M. P. J. Landon
A5085207296,Jürgen Kurths
A5090587420,Song Feng
A5043109251,J. S. H. Lee
A5086188803,David R. Holmes
A5107972867,M. J. Shochet
A5007910787,B. Abbott
A5048913229,Richard E. Champlin
A5023955097,J. Milošević
A5080128422,이준호
A5106570930,T. C. Petersen
A5037700210,E. Luppi
A5029453627,M. Aoki
A5051570649,张颖
A5070089675,Zhang Jian
A5077345178,Seong‐Ho Choi
A5018846037,B Bernstein
A5028054694,Simplice Asongu
A5079313387,A. Ereditato
A5109815041,Zhao
A5114376648,S. Rappoccio
A5035559451,A. Farbin
A5049349955,Stéphane Tirard
A5114258771,Chen
A5026077357,Dan Hemberger
A5033494567,WANG Li
A5037591614,Jae-Young Lee
A5081230172,L. Bellagamba
A5090125980,A. Lipniacka
A5113752439,Chen
A5014995586,G. Sguazzoni
A5106458127,Leo A. Paquette
A5006964107,Steven R. Feldman
A5037975948,H. Eugene Stanley
A5089596748,L. A. Antonelli
A5100459366,Ki‐Hyun Kim
A5008372095,Mark D. Griffiths
A5027688873,J. Fraser Stoddart
A5057189760,M. Elsing
A5100457313,Liqun Zhang
A5101728612,O. Gutsche
A5108054618,A. Gomes
A5113483054,Tao -
A5007232361,Bagher Larijani
A5072189850,Josep M. Guerrero
A5098783698,Unav
A5039611937,Albert Hofman
A5039960939,Aditi Sengupta
A5046107413,C. Delaere
A5079633934,Adrian L. Harris
A5108167707,J. Tuominiemi
A5111510087,Tse‐Lok Ho
A5020996390,Mohamad Mohty
A5048738722,P. Calafiura
A5022712318,Franco Locatelli
A5032700123,M. Artuso
A5075517045,Jack Dongarra
A5106267509,M. C. Fouz
A5000405522,Kazuo Tsubota
A5049318335,M. Lefebvre
A5094303303,hillforts
A5108337102,M. Mohammadi Najafabadi
A5009870571,Renzo Guerrini
A5071744746,M. Capua
A5023322938,S. Sarkar
A5023556434,Giuseppe Remuzzi
A5035152859,R. Tanaka
A5086396196,S. Grancagnolo
A5107656737,P. Faccioli
A5001191740,Bahman Rasuli
A5107640390,Chang Zhang
A5109243077,Jean-Marie Manus
A5041236529,K. Kawagoe
A5080347916,S. Němeček
A5100770083,M. Szleper
A5015451961,Kosuke Imai
A5060614274,김성진
A5114375500,K. Petridis
A5067884400,A. Stephen K. Hashmi
A5085641391,Kyung Min Kim
A5100334134,Hui Chen
A5054584804,J. P. Osborne
A5078003238,Jürgen Debus
A5100679934,R. Cousins
A5108076928,이영호
A5058458958,E. Lançon
A5081714379,Warren K. Bickel
A5100739668,Peng Shi
A5100749109,N. Demaria
A5110256847,Saudi Arabia
A5003831287,Philippe Gabríel Steg
A5025421725,Г.В. Романенко
A5100718848,C. S. Moon
A5047385288,Colin L. Masters
A5086528441,M. Dragicevic
A5100645202,S. Argirò
A5107428703,P. Luukka
A5046120768,Bruce L. Miller
A5043526996,Paul G. Richardson
A5107926006,Editorial Office
A5016216479,Ayalew Tefferi
A5084243101,F. Corriveau
A5098799776,Unav
A5102992059,Masayuki Yamamoto
A5112819919,Alex C. Michalos
A5114378049,S. Malvezzi
A5075670673,Y. G.
A5084217335,Nicholas J. White
A5018118263,Library Staff
A5019317713,김성철
A5038426159,D. A. Ritchie
A5088230712,Fred R. Volkmar
A5100668661,J. P. Fernández Ramos
A5016898007,김성환
A5087689556,E. Longo
A5106323145,M. Rotondo
A5107677778,E. Gülmez
A5002194740,Jennifer Pett‐Ridge
A5016714593,A.M. Api
A5031285794,J. E. Cole
A5103101610,N. Manthos
A5043520885,C. M. Buttar
A5069166650,M. Menichelli
A5088111665,M. P. Giordani
A5106322486,M. Lethuillier
A5022554865,A. Popov
A5036482908,김선희
A5087983582,D. P. C. Sankey
A5092439505,Nick Sconzo
A5033332794,Rosario Scopelliti
A5056345420,David Cunningham
A5109985752,MARY ANN MOON
A5005388402,T. Carli
A5050430563,이종원
A5114377219,P. Petkov
A5009236644,Rainer Pöttgen
A5035127142,R. A. McPherson
A5109663540,Josh Cuevas Fernandez
A5109010915,Ma -
A5064024539,T. Hebbeker
A5114378340,N. De Filippis
A5009221549,W. Waltenberger
A5010556254,Sandro Galea
A5049582226,陈静
A5017832576,J. Strologas
A5047850471,Jae Hyun Kim
A5066743254,A. I. Mincer
A5019443292,T. M. Hong
A5029752566,Jan Tack
A5101974387,R. Gupta
A5059333034,Fang Xie
A5083827609,K. Hanagaki
A5100654417,J. Varela
A5108741541,Rui Rui
A5086369320,Pascal D. C. Dıetzel
A5100444288,Dongho Kim
A5056820199,B Wold
A5101863683,N. Ellis
A5048446588,Peter Malfertheiner
A5114376729,A. Zghiche
A5053194091,Stephan Windecker
A5062707241,D. Kar
A5059027860,David S. Knopman
A5112048102,Allan S. Brett
A5007521972,J. S. Lange
A5080780148,J. P. Cumalat
A5037029781,Xiao‐Jun Huang
A5077197056,Henry James
A5113741205,Lin -
A5007740742,Christoph Hiemke
A5009434730,William Cowper
A5028964660,이정민
A5038772372,Feng Wang
A5091681122,Hugh D. Wilson
A5094303140,GlobalDigitalHeritage
A5100686187,A. Rizzi
A5042884495,Laurent Peyrin‐Biroulet
A5076186151,Carol M. Highsmith
A5107465601,B. Trocmé
A5002182804,Martin Jansen
A5054182550,M. Cobal
A5054842941,Allen Sanborn
A5101580028,M. Naimuddin
A5006201777,Bruce Thompson
A5022647201,Marina Konopleva
A5006058837,United Nations
A5079234880,B. Vachon
A5108167515,C.-E. Wulz
A5021007602,Paolo Boffetta
A5040577138,M. Iqbal Choudhary
A5062335233,P. R. Newman
A5100409879,Jian Zhang
A5020829082,Willy Malaisse
A5041096535,Stefan M. Pfister
A5046164327,George P. Chrousos
A5114374324,A. Maio
A5100330119,Xiaohong Zhang
A5106314599,J. Goh
A5108167190,P. Govoni
A5114374457,P. Mastrandrea
A5058684089,DOUG BRUNK
A5078241266,Andrea Natale
A5100627941,S. Goy López
A5035697420,P. Teixeira-Dias
A5080929915,Hubert Wadepohl
A5100428456,Qian Chen
A5034409987,A. Palano
A5080170613,C. Glasman
A5100728905,C. Gwenlan
A5003736240,Chen Chao Wei
